Month,Day,Hour,Humidity,Temperture,Pressure
2,27,7,5,90,1017
2,27,11,4,91,1017
2,27,7,5.0,87,1016
2,27,11,4.0,93,1016
2,27,11,5.0,93,1016
2,27,17,6,74,1012
2,27,4,3,84,1018
2,27,21,5.0,93,1010
2,27,6,5.0,87,1016
2,27,5,4.0,87,1017
2,27,10,4.0,93,1016
2,27,5,3,84,1018
2,27,10,4,88,1017
2,27,10,4.0,93,1016
2,27,16,6.0,81,1012
2,27,23,4,86,1010
2,27,23,4.0,93,1009
2,27,22,5.0,87,1010
2,27,1,5.0,87,1018
2,27,1,6.0,81,1018
2,27,7,5.0,87,1016
2,27,1,5,79,1018
2,27,15,8.0,76,1012
2,27,20,5.0,93,1011
2,27,6,4,88,1017
2,27,4,3.0,87,1017
2,27,20,5.0,87,1011
2,27,0,6.0,87,1017
2,27,0,6,83,1018
2,27,0,5.0,87,1018
2,27,20,5,81,1011
2,27,14,7,70,1014
2,27,2,5,79,1018
2,27,14,8.0,76,1014
2,27,2,5.0,87,1018
2,27,2,5.0,87,1017
2,27,15,7,73,1014
2,27,21,5,88,1011
2,27,19,5,75,1012
2,27,21,5.0,93,1010
2,27,19,5.0,87,1011
2,27,19,5.0,87,1011
2,27,15,7.0,81,1013
2,27,16,7.0,76,1012
2,27,3,4.0,87,1017
2,27,16,8,67,1013
2,27,12,6.0,87,1015
2,27,3,4,82,1018
2,27,3,4.0,87,1017
2,27,5,4.0,93,1017
2,27,23,4.0,93,1009
2,27,18,5.0,87,1011
2,27,22,4.0,93,1010
2,27,18,5,75,1012
2,27,18,5.0,87,1011
2,27,14,7.0,81,1013
2,27,8,4.0,93,1016
2,27,8,4,88,1017
2,27,12,5.0,93,1015
2,27,12,5,90,1016
2,27,8,5.0,87,1016
2,27,6,5.0,87,1016
2,27,9,4.0,93,1016
2,27,9,5.0,93,1016
2,27,4,2.0,93,1017
2,27,9,5,92,1017
2,27,17,5.0,87,1011
2,27,17,6.0,81,1012
2,27,13,6.0,81,1014
2,27,13,6,77,1015
2,27,13,7.0,76,1014
2,27,22,5,85,1011
2,28,0,5.0,93,1009
2,28,23,4.0,93,1005
2,28,0,4,88,1009
2,28,12,5.0,87,1006
2,28,22,5,89,1005
2,28,1,5.0,93,1008
2,28,21,5,88,1006
2,28,17,5,83,1005
2,28,3,5.0,93,1007
2,28,9,4,86,1007
2,28,22,5.0,87,1005
2,28,14,6.0,87,1005
2,28,18,5.0,93,1005
2,28,18,5.0,87,1005
2,28,1,5.0,93,1008
2,28,15,6,85,1005
2,28,5,5.0,93,1006
2,28,15,6.0,87,1005
2,28,5,5,88,1007
2,28,23,4,88,1006
2,28,20,5.0,87,1005
2,28,5,5.0,93,1006
2,28,2,5,88,1008
2,28,19,5.0,87,1005
2,28,2,5.0,93,1007
2,28,19,5,88,1005
2,28,19,5.0,87,1005
2,28,21,5.0,87,1005
2,28,17,5.0,93,1005
2,28,16,5.0,93,1005
2,28,17,5.0,93,1005
2,28,9,5.0,93,1006
2,28,3,5.0,93,1007
2,28,6,5.0,87,1006
2,28,0,5.0,87,1008
2,28,12,5,85,1006
2,28,6,5,87,1006
2,28,6,5.0,93,1006
2,28,1,5,90,1009
2,28,8,4.0,93,1006
2,28,8,4,86,1007
2,28,13,5.0,87,1005
2,28,13,5.0,87,1005
2,28,13,5,84,1006
2,28,9,5.0,87,1006
2,28,4,5.0,93,1006
2,28,4,5.0,93,1006
2,28,2,5.0,93,1007
2,28,4,5,87,1007
2,28,3,5,88,1008
2,28,16,6,84,1005
2,28,23,5.0,87,1005
2,28,20,4,88,1005
2,28,10,5,83,1007
2,28,20,4.0,93,1005
2,28,10,6.0,87,1006
2,28,10,5.0,87,1006
2,28,15,6.0,87,1005
2,28,8,4.0,93,1006
2,28,21,5.0,87,1005
2,28,7,5,88,1006
2,28,7,4.0,93,1006
2,28,7,4.0,87,1006
2,28,18,5,87,1005
2,28,14,5.0,93,1005
2,28,22,5.0,87,1005
2,28,11,5.0,87,1006
2,28,12,5.0,87,1006
2,28,11,5,81,1006
2,28,16,5.0,93,1005
2,28,11,5.0,87,1006
2,28,14,5,87,1006
3,1,5,4.0,93,1004
3,1,5,4,86,1005
3,1,13,5.0,93,1005
3,1,15,6.0,81,1005
3,1,5,4.0,93,1004
3,1,21,3.0,93,1005
3,1,4,4.0,93,1004
3,1,4,4.0,93,1004
3,1,14,5,87,1006
3,1,4,4,86,1005
3,1,12,4,88,1006
3,1,13,5.0,93,1005
3,1,3,4,87,1005
3,1,23,3.0,93,1004
3,1,23,3.0,93,1005
3,1,12,5.0,87,1005
3,1,9,4.0,93,1005
3,1,12,5.0,93,1005
3,1,0,4.0,93,1005
3,1,20,3,87,1006
3,1,10,4,89,1005
3,1,20,3.0,93,1005
3,1,10,4.0,93,1005
3,1,10,4.0,93,1005
3,1,13,5,86,1006
3,1,7,4,86,1005
3,1,7,4.0,93,1005
3,1,7,4.0,93,1005
3,1,2,4.0,93,1005
3,1,21,3.0,93,1005
3,1,8,4.0,93,1005
3,1,11,5.0,87,1005
3,1,8,4,90,1005
3,1,11,4,86,1006
3,1,23,3,89,1005
3,1,11,4.0,93,1005
3,1,3,4.0,93,1004
3,1,6,4.0,93,1004
3,1,1,4,87,1005
3,1,6,4,86,1005
3,1,1,4.0,93,1005
3,1,6,4.0,93,1004
3,1,20,3.0,93,1005
3,1,14,5.0,93,1005
3,1,22,4.0,87,1005
3,1,9,4,90,1005
3,1,21,3,87,1006
3,1,17,5,80,1006
3,1,9,4.0,93,1005
3,1,17,5.0,87,1005
3,1,0,4,87,1005
3,1,22,3.0,93,1005
3,1,15,6,83,1006
3,1,15,6.0,81,1005
3,1,17,4.0,87,1005
3,1,2,4,87,1005
3,1,18,4,85,1006
3,1,2,4.0,93,1005
3,1,18,4.0,87,1005
3,1,18,3.0,93,1005
3,1,14,5.0,93,1005
3,1,3,4.0,93,1004
3,1,16,6,77,1006
3,1,16,5.0,87,1005
3,1,8,4.0,93,1005
3,1,0,4.0,93,1005
3,1,19,3.0,93,1005
3,1,1,4.0,93,1005
3,1,22,3,92,1005
3,1,19,3,87,1006
3,1,19,3.0,93,1005
3,1,16,5.0,87,1005
3,2,9,3.0,93,1001
3,2,11,4.0,93,1001
3,2,8,3.0,93,1001
3,2,22,5.0,87,1000
3,2,2,3.0,93,1003
3,2,12,4.0,93,1001
3,2,7,3.0,93,1001
3,2,12,4,91,1002
3,2,7,3,87,1002
3,2,0,3.0,93,1004
3,2,7,3.0,93,1001
3,2,4,3.0,93,1002
3,2,4,3,91,1003
3,2,18,5.0,87,1000
3,2,4,3.0,93,1002
3,2,5,3.0,93,1001
3,2,5,3.0,93,1002
3,2,5,3,87,1003
3,2,23,4.0,87,1000
3,2,9,3,89,1001
3,2,0,3,87,1005
3,2,8,3.0,93,1001
3,2,23,5.0,87,1000
3,2,9,3.0,93,1001
3,2,12,5.0,87,1001
3,2,21,5.0,87,1000
3,2,10,3,89,1002
3,2,6,3,88,1002
3,2,10,4.0,87,1001
3,2,6,3.0,93,1001
3,2,6,3.0,93,1001
3,2,3,3.0,93,1003
3,2,2,3.0,93,1003
3,2,8,2,89,1001
3,2,1,3.0,93,1004
3,2,14,5.0,87,1001
3,2,0,3.0,93,1004
3,2,14,5,87,1001
3,2,13,5.0,87,1001
3,2,14,5.0,87,1001
3,2,13,4,88,1002
3,2,11,4.0,93,1001
3,2,21,5.0,87,1000
3,2,17,5.0,81,1000
3,2,19,5.0,87,1000
3,2,13,5.0,87,1001
3,2,16,5.0,87,1001
3,2,16,5,81,1001
3,2,11,4,91,1002
3,2,20,5.0,87,1000
3,2,2,3,89,1004
3,2,22,5.0,87,1000
3,2,15,5.0,87,1001
3,2,20,5.0,87,1000
3,2,1,3.0,93,1004
3,2,18,5.0,87,1000
3,2,3,3,93,1004
3,2,15,5,84,1001
3,2,3,3.0,93,1003
3,2,15,5.0,87,1001
3,2,1,3,89,1005
3,2,10,4.0,87,1001
3,2,19,5.0,87,1000
3,3,11,4.0,93,998
3,3,23,4.0,81,1000
3,3,17,4,71,998
3,3,17,4.0,75,998
3,3,11,4.0,93,998
3,3,19,4.0,81,999
3,3,18,4.0,81,999
3,3,11,4,84,999
3,3,19,4,73,999
3,3,22,4.0,81,1000
3,3,15,5.0,76,997
3,3,15,5.0,81,997
3,3,13,5.0,81,997
3,3,15,4,75,998
3,3,19,4.0,81,999
3,3,10,4,78,999
3,3,12,4,84,999
3,3,23,4,81,1000
3,3,7,3.0,87,999
3,3,22,4.0,81,1000
3,3,9,5.0,81,999
3,3,17,4.0,81,998
3,3,7,4.0,81,999
3,3,18,4,69,999
3,3,23,4.0,81,1000
3,3,16,4,71,998
3,3,0,4.0,87,1000
3,3,16,4.0,81,997
3,3,16,4.0,81,997
3,3,8,5.0,81,999
3,3,9,4.0,87,999
3,3,10,4.0,87,998
3,3,20,4.0,81,999
3,3,21,4.0,81,1000
3,3,18,4.0,81,998
3,3,21,4.0,81,999
3,3,22,4,77,1000
3,3,6,3.0,87,999
3,3,6,3.0,87,999
3,3,0,4.0,87,1000
3,3,12,5.0,81,998
3,3,10,4.0,87,999
3,3,9,4,77,999
3,3,14,5.0,81,997
3,3,14,5,73,998
3,3,14,4.0,81,997
3,3,20,4.0,81,999
3,3,13,5,77,998
3,3,13,5.0,81,997
3,3,5,3.0,87,999
3,3,8,4,76,999
3,3,8,4.0,87,999
3,3,12,5.0,87,998
3,4,19,5.0,81,1009
3,4,7,3.0,93,1004
3,4,7,3.0,93,1003
3,4,1,4.0,81,1001
3,4,7,3,86,1003
3,4,17,5.0,81,1008
3,4,18,5.0,81,1008
3,4,18,5.0,81,1008
3,4,0,4,81,1001
3,4,18,5,75,1008
3,4,19,5,75,1009
3,4,2,4.0,81,1001
3,4,22,5,79,1010
3,4,6,3.0,93,1002
3,4,6,3,88,1003
3,4,22,5.0,81,1010
3,4,6,3.0,87,1003
3,4,14,6.0,76,1006
3,4,4,3,83,1002
3,4,16,6.0,76,1007
3,4,4,3.0,87,1001
3,4,4,2.0,93,1002
3,4,19,5.0,81,1009
3,4,20,5.0,81,1009
3,4,9,4,87,1005
3,4,9,4.0,93,1004
3,4,2,3.0,87,1001
3,4,17,5.0,81,1007
3,4,8,4.0,87,1004
3,4,5,3.0,93,1002
3,4,14,6,69,1006
3,4,5,3,83,1003
3,4,5,2.0,93,1002
3,4,3,3.0,87,1001
3,4,14,6.0,76,1006
3,4,16,6,72,1007
3,4,10,5.0,87,1005
3,4,10,5.0,81,1005
3,4,16,5.0,81,1007
3,4,10,5,79,1005
3,4,0,4.0,81,1000
3,4,2,4,81,1001
3,4,17,5,71,1008
3,4,8,3,88,1004
3,4,11,5.0,87,1005
3,4,11,5,78,1006
3,4,11,6.0,81,1005
3,4,1,4,81,1001
3,4,13,6,70,1006
3,4,1,4.0,81,1001
3,4,13,6.0,76,1006
3,4,13,6.0,76,1006
3,4,22,5.0,81,1010
3,4,15,6.0,76,1007
3,4,23,5.0,87,1010
3,4,15,6.0,76,1006
3,4,23,4,81,1011
3,4,9,5.0,87,1005
3,4,23,5.0,81,1010
3,4,0,4.0,81,1000
3,4,3,3.0,87,1001
3,4,12,6.0,76,1006
3,4,3,3,81,1002
3,4,20,5,76,1009
3,4,12,6,75,1006
3,4,12,6.0,81,1006
3,4,8,3.0,93,1004
3,4,20,5.0,81,1009
3,4,21,5.0,81,1010
3,4,21,5.0,81,1009
3,4,21,5,76,1010
3,4,15,6,73,1007
3,5,6,4,86,1014
3,5,14,4,84,1020
3,5,6,4.0,93,1013
3,5,14,5.0,87,1019
3,5,14,5.0,87,1019
3,5,17,5,86,1021
3,5,19,4,85,1023
3,5,20,4.0,93,1023
3,5,19,4.0,93,1023
3,5,4,4.0,93,1012
3,5,20,4,85,1024
3,5,20,4.0,93,1023
3,5,7,4.0,93,1014
3,5,4,4.0,93,1012
3,5,15,5.0,87,1020
3,5,5,4.0,93,1013
3,5,23,4,88,1025
3,5,15,5,84,1020
3,5,15,5.0,87,1020
3,5,12,4,85,1018
3,5,22,5.0,87,1024
3,5,22,4.0,93,1024
3,5,22,4,87,1024
3,5,0,4.0,93,1011
3,5,0,5.0,87,1010
3,5,6,4.0,93,1014
3,5,0,4,83,1011
3,5,10,4.0,93,1017
3,5,7,4,90,1014
3,5,10,4,88,1017
3,5,5,4.0,93,1013
3,5,1,4.0,93,1011
3,5,1,4,85,1011
3,5,13,4,85,1019
3,5,1,4.0,93,1011
3,5,18,4,85,1022
3,5,11,4,88,1018
3,5,3,4,85,1012
3,5,11,4.0,93,1018
3,5,3,4.0,93,1012
3,5,3,4.0,93,1012
3,5,21,4.0,93,1024
3,5,23,4.0,93,1025
3,5,19,4.0,93,1023
3,5,10,4.0,93,1017
3,5,13,5.0,87,1019
3,5,2,4.0,93,1011
3,5,12,4.0,93,1019
3,5,17,4.0,93,1022
3,5,2,4,85,1012
3,5,2,4.0,93,1011
3,5,5,4,85,1013
3,5,18,5.0,87,1022
3,5,18,5.0,87,1022
3,5,9,4.0,93,1016
3,5,9,4,88,1016
3,5,17,5.0,87,1021
3,5,13,4.0,93,1019
3,5,9,4.0,93,1017
3,5,23,4.0,93,1025
3,5,7,4.0,93,1015
3,5,21,4.0,93,1024
3,5,8,4.0,93,1016
3,5,8,4.0,93,1015
3,5,4,4,85,1013
3,5,8,4,89,1016
3,5,12,4.0,93,1018
3,5,16,5.0,87,1020
3,5,16,5,83,1021
3,5,16,5.0,87,1021
3,5,21,4,86,1024
3,6,16,7.0,76,1025
3,6,3,4.0,93,1025
3,6,16,7,71,1026
3,6,13,7,73,1026
3,6,3,4,89,1025
3,6,12,6,82,1027
3,6,3,4.0,93,1025
3,6,4,4,92,1026
3,6,18,7.0,76,1025
3,6,22,6.0,81,1025
3,6,18,7,71,1026
3,6,5,4,92,1026
3,6,18,7.0,76,1025
3,6,1,4.0,93,1025
3,6,1,4.0,93,1024
3,6,7,3.0,93,1026
3,6,1,4,90,1025
3,6,15,7.0,76,1026
3,6,6,3,90,1026
3,6,17,7.0,76,1025
3,6,13,7.0,81,1026
3,6,5,4.0,87,1026
3,6,13,7.0,81,1026
3,6,22,6,69,1025
3,6,14,6,73,1026
3,6,2,4,91,1025
3,6,14,7.0,81,1026
3,6,2,4.0,93,1025
3,6,2,5.0,87,1025
3,6,21,6,65,1025
3,6,19,6,68,1026
3,6,21,6.0,76,1025
3,6,19,6.0,81,1025
3,6,19,6.0,81,1025
3,6,23,6,70,1025
3,6,15,7.0,76,1026
3,6,5,3.0,93,1025
3,6,10,5.0,87,1027
3,6,4,4.0,93,1025
3,6,10,4,87,1027
3,6,10,4.0,93,1027
3,6,16,7.0,76,1025
3,6,22,6.0,76,1025
3,6,17,7.0,76,1025
3,6,8,3.0,93,1026
3,6,8,3,90,1027
3,6,12,6.0,81,1026
3,6,14,7.0,76,1026
3,6,8,3.0,93,1026
3,6,6,3.0,93,1026
3,6,12,6.0,81,1026
3,6,9,4.0,93,1027
3,6,9,4.0,93,1026
3,6,15,7,68,1026
3,6,9,4,91,1027
3,6,20,6,66,1026
3,6,20,7.0,71,1025
3,6,4,4.0,93,1025
3,6,17,7,71,1026
3,6,0,4.0,93,1025
3,6,0,4,91,1025
3,6,0,4.0,93,1024
3,6,7,3,92,1026
3,6,11,5,88,1027
3,6,7,3.0,93,1026
3,6,11,5.0,87,1026
3,6,11,5.0,87,1026
3,6,20,6.0,76,1025
3,6,21,6.0,76,1025
3,6,6,3.0,93,1026
3,7,10,7.0,71,1020
3,7,10,7,61,1020
3,7,22,7,65,1021
3,7,10,8.0,66,1020
3,7,22,6.0,70,1021
3,7,23,6.0,70,1022
3,7,11,8.0,66,1019
3,7,11,8.0,66,1019
3,7,11,8,57,1020
3,7,20,8.0,81,1018
3,7,20,8.0,87,1018
3,7,16,10,48,1017
3,7,20,8,84,1018
3,7,14,9,52,1018
3,7,9,7,65,1021
3,7,9,7.0,71,1020
3,7,9,7.0,71,1020
3,7,22,6.0,76,1021
3,7,23,6,64,1022
3,7,12,8,55,1019
3,7,4,7.0,76,1022
3,7,12,9.0,62,1019
3,7,12,9.0,62,1018
3,7,17,8.0,81,1016
3,7,5,6.0,81,1021
3,7,8,7.0,71,1021
3,7,21,7.0,76,1019
3,7,8,6,65,1021
3,7,8,7.0,71,1021
3,7,16,10.0,62,1016
3,7,6,6.0,81,1021
3,7,13,9.0,62,1017
3,7,7,6.0,76,1021
3,7,6,6.0,76,1021
3,7,13,8,54,1018
3,7,14,9.0,62,1017
3,7,13,9.0,62,1018
3,7,19,8.0,87,1018
3,7,19,8.0,87,1017
3,7,15,10,50,1018
3,7,19,8,82,1018
3,7,15,10.0,58,1017
3,7,18,8.0,81,1017
3,7,18,8,77,1017
3,7,6,6,70,1021
3,7,18,8.0,87,1018
3,7,7,6,70,1021
3,7,17,9,58,1017
3,7,17,9.0,76,1017
3,7,21,8,71,1019
3,7,4,7.0,76,1022
3,7,21,7.0,76,1020
3,7,16,10.0,62,1017
3,7,5,7.0,76,1021
3,7,15,10.0,58,1017
3,7,14,9.0,66,1017
3,7,7,6.0,76,1021
3,7,23,5.0,70,1022
3,8,10,7.0,66,1032
3,8,10,6,58,1032
3,8,15,8,49,1032
3,8,16,8.0,62,1031
3,8,19,5,66,1031
3,8,20,6.0,70,1029
3,8,11,7.0,66,1033
3,8,23,6.0,70,1028
3,8,21,6,59,1030
3,8,20,5,73,1030
3,8,13,8.0,62,1032
3,8,18,5.0,76,1031
3,8,8,2,81,1030
3,8,8,3.0,87,1030
3,8,8,5.0,76,1031
3,8,11,7.0,66,1032
3,8,5,3,75,1028
3,8,15,8.0,62,1031
3,8,5,3.0,81,1028
3,8,11,7,55,1033
3,8,15,9.0,58,1031
3,8,13,8,52,1033
3,8,4,3.0,81,1027
3,8,9,6.0,70,1032
3,8,12,7.0,61,1032
3,8,9,5,68,1031
3,8,9,6.0,70,1031
3,8,7,2.0,81,1029
3,8,17,7.0,66,1030
3,8,6,3.0,81,1029
3,8,7,2.0,87,1030
3,8,19,4.0,81,1030
3,8,13,8.0,57,1032
3,8,2,4.0,75,1025
3,8,22,6,64,1029
3,8,2,4,65,1025
3,8,16,9,45,1032
3,8,2,4.0,75,1026
3,8,10,7.0,66,1032
3,8,18,6.0,70,1031
3,8,18,6,56,1031
3,8,3,4.0,75,1027
3,8,3,4.0,75,1026
3,8,3,4,67,1026
3,8,19,5.0,76,1030
3,8,21,6.0,70,1029
3,8,22,6.0,70,1028
3,8,14,8.0,62,1032
3,8,14,8.0,62,1032
3,8,4,3,68,1027
3,8,14,8,49,1033
3,8,23,6.0,70,1028
3,8,7,2,76,1030
3,8,6,3,71,1029
3,8,20,6.0,70,1029
3,8,22,6.0,70,1029
3,8,23,6,62,1029
3,8,0,5,60,1023
3,8,0,5.0,70,1023
3,8,0,4.0,75,1023
3,8,5,3.0,81,1029
3,8,12,7,52,1033
3,8,17,8,51,1031
3,8,17,7.0,66,1031
3,8,16,9.0,58,1031
3,8,21,6.0,70,1029
3,8,4,3.0,81,1027
3,8,1,4.0,75,1025
3,8,1,4,61,1024
3,8,6,3.0,81,1029
3,8,1,5.0,70,1024
3,8,12,7.0,66,1032
3,9,4,6.0,76,1025
3,9,4,6.0,76,1026
3,9,2,6.0,66,1026
3,9,4,6,61,1026
3,9,3,6,60,1026
3,9,16,14,39,1024
3,9,18,12,42,1025
3,9,18,11.0,54,1025
3,9,18,12.0,47,1025
3,9,1,6.0,70,1027
3,9,15,13,42,1025
3,9,5,6.0,76,1025
3,9,15,13.0,54,1024
3,9,5,6,66,1026
3,9,20,9.0,58,1025
3,9,5,6.0,76,1025
3,9,14,13,43,1025
3,9,21,7.0,71,1025
3,9,7,6,72,1026
3,9,7,6.0,81,1026
3,9,7,6.0,81,1026
3,9,16,14.0,51,1024
3,9,12,11.0,62,1025
3,9,22,7.0,71,1025
3,9,11,11.0,62,1025
3,9,22,7,59,1025
3,9,11,9,57,1026
3,9,1,6.0,70,1027
3,9,11,10.0,66,1025
3,9,15,13.0,54,1024
3,9,6,6.0,81,1025
3,9,12,11,48,1025
3,9,6,6,69,1026
3,9,6,6.0,81,1025
3,9,0,5.0,76,1027
3,9,8,7.0,76,1026
3,9,8,6,73,1026
3,9,9,8,64,1026
3,9,13,12.0,58,1025
3,9,13,11,48,1025
3,9,23,6.0,70,1024
3,9,14,14.0,51,1024
3,9,12,11.0,62,1025
3,9,3,6.0,70,1026
3,9,1,6,60,1027
3,9,22,7.0,71,1025
3,9,23,7,63,1025
3,9,20,9,43,1025
3,9,10,8,63,1026
3,9,20,9.0,58,1025
3,9,10,9.0,66,1025
3,9,10,9.0,71,1025
3,9,9,8.0,71,1025
3,9,21,8,51,1025
3,9,8,7.0,76,1026
3,9,2,6,60,1027
3,9,19,10.0,54,1025
3,9,2,6.0,66,1027
3,9,13,12.0,58,1025
3,9,19,11,36,1025
3,9,17,13,39,1025
3,9,19,11.0,50,1025
3,9,21,8.0,66,1025
3,9,17,13.0,51,1024
3,9,16,13.0,51,1024
3,9,14,13.0,54,1024
3,9,23,6.0,70,1025
3,9,3,6.0,70,1026
3,9,0,5.0,76,1027
3,9,0,5,63,1028
3,9,17,12.0,54,1025
3,9,9,8.0,71,1026
3,10,21,5.0,81,1031
3,10,23,3.0,81,1032
3,10,11,13.0,58,1023
3,10,11,13.0,58,1023
3,10,17,9.0,76,1027
3,10,11,12,47,1024
3,10,5,6.0,81,1022
3,10,23,2.0,87,1032
3,10,20,5.0,81,1030
3,10,20,6.0,76,1030
3,10,16,12,59,1026
3,10,20,6,74,1030
3,10,18,9,66,1028
3,10,14,13.0,63,1024
3,10,10,11.0,62,1023
3,10,21,5.0,81,1031
3,10,10,11,50,1023
3,10,21,5,72,1031
3,10,10,12.0,58,1023
3,10,4,5,78,1024
3,10,12,13,45,1024
3,10,4,6.0,81,1023
3,10,12,14.0,55,1024
3,10,12,14.0,55,1024
3,10,18,7.0,81,1029
3,10,23,4,76,1032
3,10,9,9,57,1023
3,10,9,10.0,66,1023
3,10,9,11.0,62,1023
3,10,7,6.0,81,1023
3,10,5,6.0,76,1023
3,10,6,7.0,76,1022
3,10,13,14.0,59,1024
3,10,6,7,66,1022
3,10,13,14,44,1024
3,10,13,14.0,59,1024
3,10,14,14,50,1024
3,10,8,9.0,66,1023
3,10,8,7,69,1023
3,10,8,8.0,71,1023
3,10,18,8.0,81,1028
3,10,2,4.0,81,1024
3,10,2,4.0,81,1024
3,10,4,6.0,76,1023
3,10,2,5,72,1024
3,10,16,11.0,67,1026
3,10,15,13,54,1025
3,10,7,7,68,1023
3,10,19,7.0,81,1029
3,10,5,6,69,1023
3,10,19,7,74,1029
3,10,7,6.0,76,1023
3,10,22,4.0,81,1032
3,10,3,4.0,81,1024
3,10,3,4,76,1024
3,10,3,5.0,81,1023
3,10,15,11.0,71,1025
3,10,17,10,64,1027
3,10,1,5,66,1025
3,10,17,10.0,71,1027
3,10,1,5.0,81,1024
3,10,1,5.0,81,1024
3,10,22,4,75,1032
3,10,19,6.0,81,1030
3,10,16,11.0,71,1026
3,10,15,12.0,67,1025
3,10,0,6.0,76,1024
3,10,14,13.0,63,1025
3,10,0,6,63,1025
3,10,22,4.0,81,1031
3,10,0,6.0,70,1024
3,10,6,6.0,76,1022
3,11,19,6,56,1038
3,11,19,6.0,70,1037
3,11,19,4.0,75,1037
3,11,20,3,63,1038
3,11,14,11,25,1037
3,11,2,-1,84,1034
3,11,14,11.0,38,1037
3,11,2,-1.0,93,1033
3,11,2,-1.0,93,1033
3,11,7,-2.0,93,1036
3,11,15,11.0,35,1037
3,11,18,7.0,61,1037
3,11,21,1.0,87,1038
3,11,18,9,42,1038
3,11,18,8.0,53,1037
3,11,6,-2.0,86,1035
3,11,16,11.0,35,1037
3,11,3,-1.0,93,1034
3,11,16,11,24,1037
3,11,3,-0,87,1034
3,11,4,-2.0,93,1034
3,11,3,-1.0,86,1034
3,11,20,3.0,75,1037
3,11,13,11.0,38,1037
3,11,9,5.0,81,1037
3,11,9,4.0,87,1037
3,11,9,3,85,1037
3,11,22,2,78,1038
3,11,12,10.0,40,1037
3,11,12,10.0,50,1037
3,11,23,1,81,1038
3,11,12,9,38,1038
3,11,4,-2.0,93,1034
3,11,15,11,26,1037
3,11,8,0.0,93,1036
3,11,8,-2,88,1037
3,11,17,11,29,1037
3,11,8,2.0,93,1037
3,11,16,11.0,35,1037
3,11,7,-3,84,1036
3,11,11,8,47,1038
3,11,7,-3.0,93,1035
3,11,11,8.0,57,1037
3,11,11,9.0,54,1037
3,11,14,11.0,41,1037
3,11,6,-2.0,93,1035
3,11,13,10,30,1038
3,11,21,2,74,1038
3,11,15,11.0,38,1037
3,11,5,-2.0,93,1034
3,11,10,7.0,66,1037
3,11,5,-2,89,1034
3,11,10,5,72,1038
3,11,17,11.0,44,1037
3,11,10,6.0,76,1037
3,11,23,1.0,87,1037
3,11,0,2.0,87,1032
3,11,22,1.0,87,1037
3,11,0,2,81,1032
3,11,13,11.0,41,1037
3,11,0,0.0,87,1033
3,11,22,1.0,87,1038
3,11,23,1.0,81,1037
3,11,1,0.0,87,1033
3,11,1,0.0,87,1033
3,11,1,0,83,1033
3,11,17,10.0,50,1037
3,11,6,-2,91,1035
3,11,20,2.0,81,1038
3,11,21,2.0,81,1038
3,11,4,-1,85,1034
3,11,5,-2.0,93,1034
3,12,10,7,55,1037
3,12,9,6.0,70,1036
3,12,9,5,71,1037
3,12,9,7.0,66,1036
3,12,12,10,35,1036
3,12,11,9,45,1036
3,12,3,-1,82,1037
3,12,11,9.0,54,1036
3,12,3,-1.0,93,1036
3,12,3,-1.0,86,1037
3,12,6,0.0,93,1036
3,12,7,1.0,93,1036
3,12,20,3.0,65,1032
3,12,14,12.0,33,1034
3,12,20,5,42,1032
3,12,20,4.0,61,1032
3,12,10,8.0,62,1036
3,12,4,0.0,87,1037
3,12,15,13.0,31,1033
3,12,5,0.0,87,1036
3,12,15,13,21,1034
3,12,12,11.0,44,1035
3,12,15,13.0,33,1033
3,12,16,13.0,31,1033
3,12,8,5.0,76,1036
3,12,8,3.0,93,1036
3,12,8,1,88,1037
3,12,23,3.0,70,1031
3,12,18,7.0,53,1032
3,12,22,3.0,65,1031
3,12,16,13,20,1034
3,12,17,12.0,38,1032
3,12,17,12,25,1033
3,12,22,2,54,1032
3,12,23,3,60,1032
3,12,7,0,88,1036
3,12,16,12.0,38,1032
3,12,22,3.0,70,1031
3,12,4,0.0,93,1036
3,12,19,7,39,1033
3,12,13,11,25,1035
3,12,19,7.0,53,1032
3,12,21,2.0,65,1032
3,12,21,2.0,65,1031
3,12,23,2.0,70,1031
3,12,6,0,86,1037
3,12,14,12,20,1035
3,12,6,0.0,93,1036
3,12,5,0,86,1037
3,12,14,13.0,33,1034
3,12,11,10.0,47,1035
3,12,18,9.0,50,1032
3,12,10,9.0,54,1036
3,12,17,10.0,47,1032
3,12,13,12.0,35,1034
3,12,7,1.0,87,1036
3,12,13,12.0,35,1034
3,12,2,-1.0,93,1037
3,12,12,11.0,38,1035
3,12,2,0,80,1037
3,12,5,0.0,87,1036
3,12,2,0.0,87,1037
3,12,18,10,33,1033
3,12,1,0.0,87,1037
3,12,21,3,50,1032
3,12,1,1,82,1037
3,12,19,6.0,53,1032
3,12,1,0.0,87,1037
3,12,0,1.0,87,1037
3,12,0,2.0,81,1037
3,12,4,-1,87,1037
3,12,0,1,76,1038
3,13,0,2,60,1031
3,13,15,13,18,1025
3,13,19,8.0,53,1024
3,13,19,8,42,1024
3,13,21,6,68,1025
3,13,19,7.0,66,1024
3,13,2,3,56,1030
3,13,22,6,80,1025
3,13,22,6.0,87,1024
3,13,22,7.0,81,1025
3,13,1,2,61,1031
3,13,13,12,22,1026
